,Combination,VotingType,F1Score
3464,DT+RF+SVC_LIN+LGBM+XGB+XGB_RF,soft,0.8583484026522002
5180,DT+RF+ETC+SVC_RBF+LGBM+LGBM_RF+LR,soft,0.8583484026522002
3730,DT+ETC+SVC_LIN+LGBM_RF+XGB+LR,soft,0.8583484026522002
6750,DT+RF+ETC+SVC_LIN+SVC_RBF+XGB+XGB_RF+LR,soft,0.8583484026522002
5835,DT+KNN+SVC_RBF+LGBM+XGB+XGB_RF+NB,hard,0.8583484026522002
1722,DT+RF+SVC_LIN+XGB+LR,soft,0.8583484026522002
3548,DT+RF+LGBM+XGB+XGB_RF+LR,soft,0.8583484026522002
5454,DT+RF+SVC_LIN+XGB+XGB_RF+LR+NB,soft,0.8583484026522002
5701,DT+ETC+SVC_LIN+LGBM_RF+XGB+XGB_RF+NB,hard,0.8583484026522002
5885,DT+SVC_LIN+SVC_RBF+LGBM_RF+XGB+XGB_RF+NB,hard,0.8583484026522002
5895,DT+SVC_LIN+LGBM+LGBM_RF+XGB+XGB_RF+NB,hard,0.8583484026522002
7897,DT+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+XGB+XGB_RF+LR+NB,hard,0.8583484026522002
6982,DT+RF+SVC_LIN+LGBM_RF+XGB+XGB_RF+LR+NB,soft,0.8583484026522002
5706,DT+ETC+SVC_LIN+XGB+XGB_RF+LR+NB,soft,0.8583484026522002
7720,DT+RF+ETC+SVC_LIN+LGBM_RF+XGB+XGB_RF+LR+NB,soft,0.8583484026522002
7122,DT+ETC+SVC_LIN+SVC_RBF+LGBM+XGB+XGB_RF+LR,soft,0.8583484026522002
5408,DT+RF+SVC_LIN+SVC_RBF+LGBM_RF+XGB+LR,soft,0.8583484026522002
1474,SVC_LIN+LGBM_RF+XGB+LR,soft,0.8583484026522002
7893,DT+KNN+SVC_LIN+LGBM+LGBM_RF+XGB+XGB_RF+LR+NB,hard,0.8583484026522002
5901,DT+SVC_LIN+LGBM+XGB+XGB_RF+LR+NB,hard,0.8583484026522002
6758,DT+RF+ETC+SVC_LIN+LGBM+LGBM_RF+XGB+XGB_RF,soft,0.8583484026522002
6962,DT+RF+SVC_LIN+SVC_RBF+LGBM_RF+XGB+XGB_RF+LR,soft,0.8583484026522002
2129,DT+SVC_LIN+LGBM+XGB_RF+NB,hard,0.8583484026522002
5144,DT+RF+ETC+SVC_LIN+LGBM+XGB+XGB_RF,soft,0.8583484026522002
8064,DT+RF+ETC+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+XGB+XGB_RF+LR,soft,0.8583484026522002
5418,DT+RF+SVC_LIN+SVC_RBF+XGB+XGB_RF+LR,soft,0.8583484026522002
5449,DT+RF+SVC_LIN+LGBM_RF+XGB+XGB_RF+NB,hard,0.8583484026522002
2929,KNN+SVC_LIN+LGBM+LGBM_RF+LR,hard,0.8583431459130605
3228,DT+RF+ETC+SVC_LIN+LGBM_RF+LR,soft,0.8583142092178235
2133,DT+SVC_LIN+LGBM_RF+XGB+XGB_RF,hard,0.8583142092178235
5811,DT+KNN+SVC_LIN+LGBM_RF+XGB+XGB_RF+LR,hard,0.8583142092178235
3460,DT+RF+SVC_LIN+LGBM+LGBM_RF+LR,soft,0.8583142092178235
1716,DT+RF+SVC_LIN+LGBM_RF+LR,soft,0.8583142092178235
610,DT+RF+SVC_LIN+LGBM_RF,soft,0.8583142092178235
3482,DT+RF+SVC_LIN+LGBM_RF+XGB_RF+LR,soft,0.8583142092178235
4004,DT+SVC_LIN+LGBM+LGBM_RF+XGB_RF+LR,soft,0.8583142092178235
6278,RF+KNN+LGBM+XGB+XGB_RF+LR+NB,soft,0.8583098045132229
7982,RF+KNN+SVC_LIN+LGBM+LGBM_RF+XGB+XGB_RF+LR+NB,soft,0.8583098045132229
7210,DT+KNN+SVC_RBF+LGBM+LGBM_RF+XGB+XGB_RF+NB,soft,0.8582998661311914
5913,DT+SVC_RBF+LGBM+XGB+XGB_RF+LR+NB,hard,0.8582998661311914
1134,RF+XGB+XGB_RF+LR,soft,0.8582998661311914
547,LGBM+XGB_RF+LR,hard,0.8582998661311914
4552,RF+SVC_RBF+LGBM_RF+XGB+XGB_RF+LR,soft,0.8582998661311914
5186,DT+RF+ETC+SVC_RBF+LGBM+XGB+LR,soft,0.8582998661311914
3087,SVC_LIN+LGBM+XGB+XGB_RF+LR,hard,0.8582998661311914
2520,RF+SVC_LIN+SVC_RBF+XGB+XGB_RF,soft,0.8582998661311914
7821,DT+ETC+KNN+SVC_LIN+SVC_RBF+LGBM+XGB+XGB_RF+LR,hard,0.8582998661311914
5458,DT+RF+SVC_RBF+LGBM+LGBM_RF+XGB+LR,soft,0.8582998661311914
5772,DT+KNN+SVC_LIN+SVC_RBF+LGBM_RF+XGB+LR,soft,0.858211700113933
2184,DT+SVC_RBF+XGB+XGB_RF+LR,soft,0.8581483875601522
1224,ETC+SVC_LIN+LGBM_RF+LR,soft,0.8581321754489255
3738,DT+ETC+SVC_LIN+LGBM_RF+LR+NB,soft,0.8581321754489255
3292,DT+RF+ETC+LGBM+LR+NB,soft,0.8580779653950384
6838,DT+RF+KNN+SVC_LIN+SVC_RBF+LGBM+XGB+XGB_RF,soft,0.8580227088547788
7006,DT+ETC+KNN+SVC_LIN+SVC_RBF+LGBM+XGB+XGB_RF,soft,0.8580227088547788
5758,DT+KNN+SVC_LIN+SVC_RBF+LGBM+XGB+XGB_RF,soft,0.8580227088547788
2554,RF+SVC_LIN+LGBM_RF+XGB+LR,soft,0.8580130043985466
4958,SVC_LIN+SVC_RBF+LGBM_RF+XGB+XGB_RF+LR,soft,0.8580130043985466
8140,DT+RF+ETC+KNN+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+XGB+XGB_RF+LR,soft,0.8580130043985466
386,ETC+LGBM_RF+XGB_RF,soft,0.8579796475552245
3547,DT+RF+LGBM+LGBM_RF+LR+NB,hard,0.8579247034774675
818,DT+SVC_LIN+LGBM_RF+NB,soft,0.8579071134626691
5145,DT+RF+ETC+SVC_LIN+LGBM+XGB+XGB_RF,hard,0.8578828464595677
5281,DT+RF+KNN+SVC_LIN+LGBM+LGBM_RF+LR,hard,0.8578828464595677
1610,DT+RF+ETC+LGBM+LR,soft,0.8578828464595677
1703,DT+RF+SVC_LIN+LGBM+LGBM_RF,hard,0.8578828464595677
3853,DT+KNN+SVC_LIN+LGBM+LGBM_RF+LR,hard,0.8578784345310365
2007,DT+KNN+SVC_LIN+XGB_RF+LR,hard,0.857852378925176
7880,DT+KNN+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+XGB+XGB_RF+LR,soft,0.8578460920233072
7736,DT+RF+KNN+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+XGB+XGB_RF,soft,0.8578460920233072
7166,DT+KNN+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+XGB+XGB_RF,soft,0.8578460920233072
7186,DT+KNN+SVC_LIN+SVC_RBF+LGBM_RF+XGB+XGB_RF+LR,soft,0.8578460920233072
5645,DT+ETC+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+NB,hard,0.8578042328042329
2399,RF+KNN+SVC_LIN+SVC_RBF+LR,hard,0.8577995750875664
2980,KNN+SVC_RBF+LGBM+XGB_RF+NB,soft,0.8577699362909167
1428,SVC_LIN+SVC_RBF+LGBM+LR,soft,0.8577259314414937
900,DT+XGB_RF+LR+NB,soft,0.8577013521457966
4736,ETC+SVC_LIN+SVC_RBF+LGBM_RF+XGB+LR,soft,0.8577013521457966
828,DT+SVC_LIN+XGB_RF+NB,soft,0.8577013521457966
2774,ETC+SVC_LIN+SVC_RBF+XGB+LR,soft,0.8577013521457966
2807,ETC+SVC_LIN+LGBM_RF+XGB+LR,hard,0.8577013521457966
4024,DT+SVC_LIN+LGBM_RF+XGB_RF+LR+NB,soft,0.8577013521457966
3790,DT+ETC+LGBM+LGBM_RF+XGB+LR,soft,0.8576283154596407
4013,DT+SVC_LIN+LGBM+XGB+XGB_RF+NB,hard,0.8576283154596407
6818,DT+RF+ETC+LGBM+LGBM_RF+XGB+XGB_RF+LR,soft,0.8576283154596407
189,DT+SVC_LIN+LGBM,hard,0.8576283154596407
1987,DT+KNN+SVC_LIN+LGBM+XGB_RF,hard,0.8576283154596407
3718,DT+ETC+SVC_LIN+LGBM+XGB+LR,soft,0.8576283154596407
6770,DT+RF+ETC+SVC_LIN+LGBM+XGB+XGB_RF+LR,soft,0.8576283154596407
7710,DT+RF+ETC+SVC_LIN+LGBM+LGBM_RF+XGB+XGB_RF+LR,soft,0.8576283154596407
1940,DT+ETC+LGBM+XGB+LR,soft,0.8576283154596407
1552,LGBM_RF+XGB+XGB_RF+LR,soft,0.8576283154596407
7112,DT+ETC+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+XGB+LR,soft,0.8576283154596407
6786,DT+RF+ETC+SVC_LIN+XGB+XGB_RF+LR+NB,soft,0.8576283154596407
6760,DT+RF+ETC+SVC_LIN+LGBM+LGBM_RF+XGB+LR,soft,0.8576283154596407
3288,DT+RF+ETC+LGBM+XGB_RF+LR,soft,0.8576076457729652
3278,DT+RF+ETC+LGBM+LGBM_RF+LR,soft,0.8576076457729652
1874,DT+ETC+SVC_LIN+LGBM+XGB_RF,soft,0.8576076457729652
5138,DT+RF+ETC+SVC_LIN+LGBM+LGBM_RF+XGB_RF,soft,0.8576076457729652
3458,DT+RF+SVC_LIN+LGBM+LGBM_RF+XGB_RF,soft,0.8576076457729652
5222,DT+RF+ETC+LGBM+LGBM_RF+XGB_RF+LR,soft,0.8576076457729652
3218,DT+RF+ETC+SVC_LIN+LGBM+XGB_RF,soft,0.8576076457729652
8161,DT+ETC+KNN+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+XGB+XGB_RF+LR+NB,hard,0.8575741091949798
7591,DT+RF+ETC+KNN+SVC_LIN+SVC_RBF+LGBM_RF+XGB+LR,hard,0.8575741091949798
3280,DT+RF+ETC+LGBM+LGBM_RF+NB,soft,0.8575741091949798
2816,ETC+SVC_LIN+XGB+XGB_RF+LR,soft,0.8575741091949798
1612,DT+RF+ETC+LGBM+NB,soft,0.8575741091949798
2885,ETC+LGBM_RF+XGB+XGB_RF+LR,hard,0.8575741091949798
5152,DT+RF+ETC+SVC_LIN+LGBM+XGB_RF+NB,soft,0.8575741091949798
6399,ETC+KNN+SVC_LIN+LGBM_RF+XGB+XGB_RF+LR,hard,0.8575741091949798
3290,DT+RF+ETC+LGBM+XGB_RF+NB,soft,0.8575741091949798
6104,RF+ETC+SVC_LIN+LGBM+LGBM_RF+XGB_RF+LR,soft,0.8575741091949798
7235,DT+SVC_LIN+LGBM+LGBM_RF+XGB+XGB_RF+LR+NB,hard,0.8575741091949798
2220,DT+XGB+XGB_RF+LR+NB,soft,0.8575741091949798
5911,DT+SVC_RBF+LGBM+LGBM_RF+XGB_RF+LR+NB,hard,0.8575741091949798
6824,DT+RF+ETC+LGBM+LGBM_RF+XGB_RF+LR+NB,soft,0.8575741091949798
6979,DT+RF+SVC_LIN+LGBM+LGBM_RF+XGB_RF+LR+NB,hard,0.8575741091949798
2216,DT+LGBM_RF+XGB+LR+NB,soft,0.8575741091949798
536,LGBM+LGBM_RF+LR,soft,0.8575741091949798
6983,DT+RF+SVC_LIN+LGBM_RF+XGB+XGB_RF+LR+NB,hard,0.8575741091949798
4774,ETC+SVC_LIN+LGBM_RF+XGB+XGB_RF+LR,soft,0.8575741091949798
4760,ETC+SVC_LIN+LGBM+LGBM_RF+XGB_RF+LR,soft,0.8575741091949798
2786,ETC+SVC_LIN+LGBM+LGBM_RF+XGB_RF,soft,0.8575741091949798
1934,DT+ETC+LGBM+LGBM_RF+LR,soft,0.8575399157606034
2674,ETC+KNN+SVC_LIN+XGB+LR,soft,0.85751756555099
6453,ETC+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+XGB+LR,hard,0.8574545093956072
8065,DT+RF+ETC+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+XGB+XGB_RF+LR,hard,0.8574419629738467
5459,DT+RF+SVC_RBF+LGBM+LGBM_RF+XGB+LR,hard,0.8574419629738467
8141,DT+RF+ETC+KNN+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+XGB+XGB_RF+LR,hard,0.8574419629738467
5491,DT+RF+LGBM+LGBM_RF+XGB+LR+NB,hard,0.8574419629738467
7723,DT+RF+ETC+SVC_RBF+LGBM+LGBM_RF+XGB+XGB_RF+LR,hard,0.8574419629738467
2293,RF+ETC+SVC_LIN+LGBM+XGB,hard,0.8574419629738467
6101,RF+ETC+SVC_LIN+LGBM+LGBM_RF+XGB+LR,hard,0.8574419629738467
7683,DT+RF+ETC+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+XGB+LR,hard,0.8574419629738467
1697,DT+RF+SVC_LIN+SVC_RBF+XGB_RF,hard,0.857422888765038
1576,DT+RF+ETC+KNN+NB,soft,0.8574173457894388
5469,DT+RF+SVC_RBF+LGBM+XGB+XGB_RF+LR,hard,0.8573805358306746
2625,RF+LGBM+XGB+XGB_RF+LR,hard,0.8573805358306746
2361,RF+ETC+LGBM+XGB+LR,hard,0.8573805358306746
5369,DT+RF+KNN+LGBM+XGB+XGB_RF+LR,hard,0.8573805358306746
1394,KNN+LGBM+XGB+NB,soft,0.8573740941029321
4700,ETC+KNN+LGBM+XGB+LR+NB,soft,0.8573740941029321
2140,DT+SVC_LIN+LGBM_RF+XGB_RF+NB,soft,0.8573366637280829
1129,RF+LGBM_RF+XGB_RF+LR,hard,0.8573192239858907
1880,DT+ETC+SVC_LIN+LGBM_RF+XGB,soft,0.8572458331494476
2144,DT+SVC_LIN+XGB+XGB_RF+LR,soft,0.8572458331494476
5486,DT+RF+LGBM+LGBM_RF+XGB+XGB_RF+LR,soft,0.8572458331494476
5678,DT+ETC+SVC_LIN+LGBM+LGBM_RF+XGB+XGB_RF,soft,0.8572458331494476
2134,DT+SVC_LIN+LGBM_RF+XGB+LR,soft,0.8572458331494476
1784,DT+RF+LGBM_RF+XGB+LR,soft,0.8572458331494476
5297,DT+RF+KNN+SVC_LIN+LGBM_RF+XGB+XGB_RF,hard,0.8572458331494476
3556,DT+RF+LGBM_RF+XGB+XGB_RF+LR,soft,0.8572458331494476
5446,DT+RF+SVC_LIN+LGBM_RF+XGB+XGB_RF+LR,soft,0.8572458331494476
4058,DT+LGBM+LGBM_RF+XGB+XGB_RF+LR,soft,0.8572458331494476
5236,DT+RF+ETC+LGBM_RF+XGB+XGB_RF+LR,soft,0.8572458331494476
5892,DT+SVC_LIN+LGBM+LGBM_RF+XGB+XGB_RF+LR,soft,0.8572458331494476
1472,SVC_LIN+LGBM_RF+XGB+XGB_RF,soft,0.8572458331494476
4018,DT+SVC_LIN+LGBM_RF+XGB+XGB_RF+LR,soft,0.8572458331494476
5909,DT+SVC_RBF+LGBM+LGBM_RF+XGB+LR+NB,hard,0.8572387109413263
7895,DT+KNN+SVC_RBF+LGBM+LGBM_RF+XGB+XGB_RF+LR+NB,hard,0.8572387109413263
1775,DT+RF+LGBM+XGB+NB,hard,0.8572009557216207
1790,DT+RF+LGBM_RF+XGB_RF+NB,soft,0.8572009557216207
7231,DT+SVC_LIN+SVC_RBF+LGBM+XGB+XGB_RF+LR+NB,hard,0.8572009557216207
4835,KNN+SVC_LIN+SVC_RBF+LGBM+XGB+XGB_RF,hard,0.8572009557216207
7577,DT+RF+ETC+KNN+SVC_LIN+SVC_RBF+LGBM+XGB+XGB_RF,hard,0.8572009557216207
1995,DT+KNN+SVC_LIN+LGBM_RF+XGB_RF,hard,0.8572009557216207
5285,DT+RF+KNN+SVC_LIN+LGBM+XGB+XGB_RF,hard,0.8572009557216207
3469,DT+RF+SVC_LIN+LGBM+XGB+NB,hard,0.8572009557216207
5471,DT+RF+SVC_RBF+LGBM+XGB+XGB_RF+NB,hard,0.8572009557216207
2619,RF+LGBM+LGBM_RF+XGB_RF+LR,hard,0.8572009557216207
2632,RF+LGBM_RF+XGB+XGB_RF+LR,soft,0.8572009557216207
2633,RF+LGBM_RF+XGB+XGB_RF+LR,hard,0.8572009557216207
5434,DT+RF+SVC_LIN+LGBM+LGBM_RF+XGB_RF+NB,soft,0.8572009557216207
5395,DT+RF+SVC_LIN+SVC_RBF+LGBM+XGB+XGB_RF,hard,0.8572009557216207
2933,KNN+SVC_LIN+LGBM+XGB+XGB_RF,hard,0.8572009557216207
6957,DT+RF+SVC_LIN+SVC_RBF+LGBM+XGB+XGB_RF+NB,hard,0.8572009557216207
3302,DT+RF+ETC+LGBM_RF+XGB_RF+NB,soft,0.8572009557216207
5905,DT+SVC_RBF+LGBM+LGBM_RF+XGB+XGB_RF+LR,hard,0.8572009557216207
6537,KNN+SVC_LIN+LGBM+LGBM_RF+XGB+XGB_RF+LR,hard,0.8572009557216207
3077,SVC_LIN+LGBM+LGBM_RF+XGB+LR,hard,0.8571715346783098
5387,DT+RF+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+XGB,hard,0.8571481046135762
1962,DT+ETC+XGB+XGB_RF+LR,soft,0.8571428571428571
3306,DT+RF+ETC+XGB+XGB_RF+LR,soft,0.8571428571428571
1952,DT+ETC+LGBM_RF+XGB+LR,soft,0.8571428571428571
3296,DT+RF+ETC+LGBM_RF+XGB+LR,soft,0.8571428571428571
3740,DT+ETC+SVC_LIN+XGB+XGB_RF+LR,soft,0.8571428571428571
233,DT+XGB+LR,hard,0.8571428571428571
3554,DT+RF+LGBM+XGB_RF+LR+NB,soft,0.8571134354266885
5492,DT+RF+LGBM+LGBM_RF+XGB_RF+LR+NB,soft,0.8571134354266885
2210,DT+LGBM+XGB_RF+LR+NB,soft,0.8571134354266885
5700,DT+ETC+SVC_LIN+LGBM_RF+XGB+XGB_RF+NB,soft,0.8571134354266885
1630,DT+RF+ETC+XGB_RF+NB,soft,0.8571134354266885
7859,DT+ETC+KNN+SVC_RBF+LGBM+XGB+XGB_RF+LR+NB,hard,0.8570717985660868
5725,DT+ETC+SVC_RBF+LGBM+XGB+LR+NB,hard,0.8570717985660868
5889,DT+SVC_LIN+SVC_RBF+LGBM_RF+XGB_RF+LR+NB,hard,0.857061826432218
2909,KNN+SVC_LIN+SVC_RBF+LGBM_RF+LR,hard,0.857061826432218
229,DT+LGBM_RF+NB,hard,0.8570512820512821
352,ETC+SVC_LIN+LGBM_RF,soft,0.857051282051282
4924,KNN+SVC_RBF+XGB+XGB_RF+LR+NB,soft,0.8569390526282189
7326,RF+ETC+KNN+SVC_RBF+LGBM+XGB_RF+LR+NB,soft,0.8569390526282189
3926,DT+KNN+SVC_RBF+XGB_RF+LR+NB,soft,0.8569390526282189
1372,KNN+SVC_RBF+XGB+LR,soft,0.8569390526282189
3032,KNN+XGB+XGB_RF+LR+NB,soft,0.8569390526282189
2498,RF+KNN+XGB+LR+NB,soft,0.8569390526282189
4460,RF+KNN+XGB+XGB_RF+LR+NB,soft,0.8569390526282189
6258,RF+KNN+SVC_RBF+LGBM+XGB_RF+LR+NB,soft,0.8569390526282189
6268,RF+KNN+SVC_RBF+XGB+XGB_RF+LR+NB,soft,0.8569390526282189
7458,RF+KNN+SVC_RBF+LGBM_RF+XGB+XGB_RF+LR+NB,soft,0.8569390526282189
4420,RF+KNN+SVC_RBF+LGBM_RF+XGB_RF+NB,soft,0.8569390526282189
7336,RF+ETC+KNN+SVC_RBF+XGB+XGB_RF+LR+NB,soft,0.8569390526282189
6006,RF+ETC+KNN+SVC_RBF+LGBM+LR+NB,soft,0.8569390526282189
6024,RF+ETC+KNN+SVC_RBF+XGB+LR+NB,soft,0.8569390526282189
250,RF+ETC+LGBM_RF,soft,0.8569077013521458
958,RF+ETC+LGBM_RF+LR,soft,0.8569077013521458
2651,ETC+KNN+SVC_LIN+SVC_RBF+LR,hard,0.8568736141906874
5743,DT+ETC+LGBM+LGBM_RF+XGB+LR+NB,hard,0.8568665862969661
5777,DT+KNN+SVC_LIN+SVC_RBF+LGBM_RF+XGB_RF+LR,hard,0.856852618628404
2141,DT+SVC_LIN+LGBM_RF+XGB_RF+NB,hard,0.8568468997942991
3060,SVC_LIN+SVC_RBF+LGBM_RF+XGB_RF+LR,soft,0.8568115821643528
7088,DT+ETC+KNN+SVC_RBF+LGBM_RF+XGB+XGB_RF+LR,soft,0.8567942656702762
5846,DT+KNN+SVC_RBF+LGBM_RF+XGB_RF+LR+NB,soft,0.8567869645119822
4023,DT+SVC_LIN+LGBM_RF+XGB+LR+NB,hard,0.8567611010648987
5689,DT+ETC+SVC_LIN+LGBM+LGBM_RF+LR+NB,hard,0.8567611010648987
6485,ETC+SVC_LIN+LGBM+LGBM_RF+XGB+LR+NB,hard,0.8567611010648987
6953,DT+RF+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+LR+NB,hard,0.8567611010648987
5523,DT+ETC+KNN+SVC_LIN+SVC_RBF+XGB_RF+LR,hard,0.856753450583945
5234,DT+RF+ETC+LGBM+XGB_RF+LR+NB,soft,0.8567358567358566
5745,DT+ETC+LGBM+LGBM_RF+XGB_RF+LR+NB,hard,0.8567358567358566
5535,DT+ETC+KNN+SVC_LIN+LGBM+LGBM_RF+NB,hard,0.8567358567358566
1953,DT+ETC+LGBM_RF+XGB+LR,hard,0.8567358567358566
7845,DT+ETC+KNN+SVC_LIN+LGBM+LGBM_RF+XGB_RF+LR+NB,hard,0.8567358567358566
704,DT+ETC+LGBM+LGBM_RF,soft,0.8567151870491813
493,SVC_LIN+XGB+LR,hard,0.8567112107902689
5819,DT+KNN+SVC_LIN+XGB+XGB_RF+LR+NB,hard,0.8567063665274054
5809,DT+KNN+SVC_LIN+LGBM+XGB_RF+LR+NB,hard,0.8567063665274054
4008,DT+SVC_LIN+LGBM+LGBM_RF+LR+NB,soft,0.8566836831159009
3474,DT+RF+SVC_LIN+LGBM+LR+NB,soft,0.8566836831159009
5601,DT+ETC+KNN+SVC_RBF+XGB+XGB_RF+LR,hard,0.8566702228108255
1960,DT+ETC+LGBM_RF+LR+NB,soft,0.8566556158328309
398,ETC+XGB_RF+LR,soft,0.8566556158328309
84,SVC_LIN+XGB_RF,soft,0.856636301302772
1048,RF+SVC_LIN+LGBM+LR,soft,0.8566108394161848
3049,SVC_LIN+SVC_RBF+LGBM+XGB_RF+LR,hard,0.8565724280988438
7611,DT+RF+ETC+KNN+SVC_LIN+LGBM+LGBM_RF+XGB+LR,hard,0.8565168628883404
6761,DT+RF+ETC+SVC_LIN+LGBM+LGBM_RF+XGB+LR,hard,0.8565168628883404
5219,DT+RF+ETC+LGBM+LGBM_RF+XGB+LR,hard,0.8565168628883404
1620,DT+RF+ETC+LGBM_RF+NB,soft,0.8565068211586775
228,DT+LGBM_RF+NB,soft,0.8565068211586775
680,DT+ETC+SVC_LIN+LGBM,soft,0.8564715396922272
802,DT+SVC_LIN+LGBM+LGBM_RF,soft,0.8564715396922272
5557,DT+ETC+KNN+SVC_LIN+LGBM_RF+XGB_RF+NB,hard,0.8564715396922272
6853,DT+RF+KNN+SVC_LIN+SVC_RBF+LGBM_RF+XGB+LR,hard,0.8564715396922272
1941,DT+ETC+LGBM+XGB+LR,hard,0.8564419119974674
5436,DT+RF+SVC_LIN+LGBM+LGBM_RF+LR+NB,soft,0.8564403957292585
4336,RF+KNN+SVC_LIN+SVC_RBF+LGBM_RF+LR,soft,0.8564291689196372
5711,DT+ETC+SVC_RBF+LGBM+LGBM_RF+XGB+LR,hard,0.856425702811245
3145,LGBM_RF+XGB+XGB_RF+LR+NB,hard,0.8564193008637453
3812,DT+ETC+LGBM_RF+XGB+LR+NB,soft,0.8564193008637453
4775,ETC+SVC_LIN+LGBM_RF+XGB+XGB_RF+LR,hard,0.8564193008637453
3141,LGBM+LGBM_RF+XGB_RF+LR+NB,hard,0.8564193008637453
4238,RF+ETC+SVC_LIN+LGBM_RF+XGB_RF+LR,soft,0.8564193008637453
2809,ETC+SVC_LIN+LGBM_RF+XGB+NB,hard,0.8564193008637453
1887,DT+ETC+SVC_LIN+LGBM_RF+NB,hard,0.8564193008637453
2939,KNN+SVC_LIN+LGBM+XGB_RF+LR,hard,0.8563841573189309
3048,SVC_LIN+SVC_RBF+LGBM+XGB_RF+LR,soft,0.8563841573189309
6545,KNN+SVC_LIN+LGBM+XGB+XGB_RF+LR+NB,hard,0.8563841573189309
2423,RF+KNN+SVC_LIN+XGB+LR,hard,0.8563841573189309
5174,DT+RF+ETC+SVC_LIN+XGB_RF+LR+NB,soft,0.856374103938003
6729,DT+RF+ETC+SVC_LIN+SVC_RBF+LGBM+XGB+LR,hard,0.8563735869054705
4879,KNN+SVC_LIN+LGBM+XGB+XGB_RF+LR,hard,0.8563735869054705
4067,DT+LGBM+XGB+XGB_RF+LR+NB,hard,0.8563735869054705
3465,DT+RF+SVC_LIN+LGBM+XGB+XGB_RF,hard,0.8563735869054705
4515,RF+SVC_LIN+LGBM+XGB+XGB_RF+LR,hard,0.8563735869054705
6883,DT+RF+KNN+SVC_LIN+LGBM+XGB+XGB_RF+LR,hard,0.8563735869054705
3549,DT+RF+LGBM+XGB+XGB_RF+LR,hard,0.8563735869054705
6981,DT+RF+SVC_LIN+LGBM+XGB+XGB_RF+LR+NB,hard,0.8563735869054705
6727,DT+RF+ETC+SVC_LIN+SVC_RBF+LGBM+XGB+XGB_RF,hard,0.8563735869054705
3431,DT+RF+SVC_LIN+SVC_RBF+LGBM+XGB_RF,hard,0.8563735869054705
6955,DT+RF+SVC_LIN+SVC_RBF+LGBM+XGB+XGB_RF+LR,hard,0.8563735869054705
1693,DT+RF+SVC_LIN+SVC_RBF+LGBM_RF,hard,0.8563725490196078
5243,DT+RF+ETC+LGBM_RF+XGB_RF+LR+NB,hard,0.856368563685637
1284,ETC+LGBM+XGB_RF+LR,soft,0.856368563685637
724,DT+ETC+XGB+LR,soft,0.856368563685637
6599,DT+RF+ETC+KNN+SVC_LIN+SVC_RBF+XGB+LR,hard,0.856368563685637
1946,DT+ETC+LGBM+XGB_RF+NB,soft,0.856368563685637
6401,ETC+KNN+SVC_LIN+LGBM_RF+XGB+XGB_RF+NB,hard,0.856368563685637
8033,DT+RF+ETC+KNN+SVC_LIN+SVC_RBF+LGBM_RF+XGB+LR+NB,hard,0.856368563685637
2870,ETC+LGBM+LGBM_RF+XGB_RF+LR,soft,0.856368563685637
559,LGBM_RF+XGB_RF+LR,hard,0.8563585265482284
2195,DT+LGBM+LGBM_RF+XGB+LR,hard,0.8563342595451271
6945,DT+RF+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+XGB+LR,hard,0.8563342595451271
2145,DT+SVC_LIN+XGB+XGB_RF+LR,hard,0.8563198118753674
7551,KNN+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+XGB+XGB_RF+LR,hard,0.8563084969978366
5827,DT+KNN+SVC_RBF+LGBM+LGBM_RF+XGB_RF+LR,hard,0.8563084969978366
2360,RF+ETC+LGBM+XGB+LR,soft,0.8563084969978366
6741,DT+RF+ETC+SVC_LIN+SVC_RBF+LGBM_RF+XGB+LR,hard,0.8563084969978366
8069,DT+RF+ETC+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+XGB+LR+NB,hard,0.8563084969978366
5823,DT+KNN+SVC_RBF+LGBM+LGBM_RF+XGB+LR,hard,0.8563084969978366
6492,ETC+SVC_RBF+LGBM+LGBM_RF+XGB+XGB_RF+LR,soft,0.8563084969978366
4005,DT+SVC_LIN+LGBM+LGBM_RF+XGB_RF+LR,hard,0.8562556458897922
5818,DT+KNN+SVC_LIN+XGB+XGB_RF+LR+NB,soft,0.8562384643779993
1988,DT+KNN+SVC_LIN+LGBM+LR,soft,0.8562384643779993
318,RF+LGBM_RF+NB,soft,0.8561533052039381
