,Combination,VotingType,F1Score
4083,RF+ETC+KNN+SVC_LIN+LGBM+LGBM_RF,hard,0.8446861983609842
4147,RF+ETC+KNN+LGBM+LGBM_RF+LR,hard,0.8446861983609842
4862,KNN+SVC_LIN+SVC_RBF+XGB+LR+NB,soft,0.8446704028099378
1344,KNN+SVC_LIN+XGB+NB,soft,0.8446704028099378
5062,DT+RF+ETC+KNN+SVC_RBF+XGB_RF+NB,soft,0.8446704028099378
5052,DT+RF+ETC+KNN+SVC_RBF+LGBM_RF+NB,soft,0.8446704028099378
6098,RF+ETC+SVC_LIN+LGBM+LGBM_RF+XGB+XGB_RF,soft,0.8446629990167525
5178,DT+RF+ETC+SVC_RBF+LGBM+LGBM_RF+XGB_RF,soft,0.8446629990167525
3794,DT+ETC+LGBM+LGBM_RF+XGB_RF+LR,soft,0.8446629990167525
482,SVC_LIN+LGBM_RF+XGB,soft,0.8446629990167525
5531,DT+ETC+KNN+SVC_LIN+LGBM+LGBM_RF+XGB_RF,hard,0.8446629990167525
5795,DT+KNN+SVC_LIN+LGBM+LGBM_RF+XGB+NB,hard,0.8446629990167525
1452,SVC_LIN+LGBM+LGBM_RF+XGB,soft,0.8446629990167525
5019,DT+RF+ETC+KNN+SVC_LIN+LGBM_RF+XGB_RF,hard,0.8446629990167525
7809,DT+ETC+KNN+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+XGB+XGB_RF,hard,0.8446629990167525
2727,ETC+KNN+LGBM+XGB+NB,hard,0.8446612466124662
4657,ETC+KNN+SVC_RBF+LGBM+XGB+NB,hard,0.8446612466124662
6525,KNN+SVC_LIN+SVC_RBF+LGBM+XGB_RF+LR+NB,hard,0.8446557622572025
3899,DT+KNN+SVC_RBF+LGBM+XGB+LR,hard,0.8446488850853421
768,DT+KNN+LGBM+NB,soft,0.8446269295942498
2111,DT+SVC_LIN+SVC_RBF+LR+NB,hard,0.8446219979441175
6459,ETC+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+XGB_RF+NB,hard,0.844618578795794
6243,RF+KNN+SVC_RBF+LGBM+LGBM_RF+XGB+LR,hard,0.844618578795794
7905,RF+ETC+KNN+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+XGB_RF+LR,hard,0.844618578795794
5999,RF+ETC+KNN+SVC_RBF+LGBM+XGB+LR,hard,0.844618578795794
6670,DT+RF+ETC+KNN+SVC_RBF+LGBM_RF+XGB+LR,soft,0.844618578795794
4203,RF+ETC+SVC_LIN+SVC_RBF+XGB+LR,hard,0.844618578795794
6139,RF+ETC+SVC_RBF+LGBM+LGBM_RF+LR+NB,hard,0.844618578795794
4195,RF+ETC+SVC_LIN+SVC_RBF+LGBM_RF+XGB_RF,hard,0.844618578795794
5508,DT+ETC+KNN+SVC_LIN+SVC_RBF+LGBM_RF+XGB,soft,0.844618578795794
6168,RF+ETC+LGBM_RF+XGB+XGB_RF+LR+NB,soft,0.844618578795794
2273,RF+ETC+KNN+XGB_RF+LR,hard,0.844618578795794
3515,DT+RF+SVC_RBF+LGBM+LR+NB,hard,0.844618578795794
7919,RF+ETC+KNN+SVC_LIN+SVC_RBF+LGBM_RF+XGB+XGB_RF+LR,hard,0.844618578795794
5727,DT+ETC+SVC_RBF+LGBM+XGB_RF+LR+NB,hard,0.844618578795794
4189,RF+ETC+SVC_LIN+SVC_RBF+LGBM+LR,hard,0.844618578795794
6603,DT+RF+ETC+KNN+SVC_LIN+SVC_RBF+XGB_RF+LR,hard,0.844618578795794
6153,RF+ETC+SVC_RBF+LGBM_RF+XGB+LR+NB,hard,0.844618578795794
6053,RF+ETC+KNN+LGBM_RF+XGB+LR+NB,hard,0.844618578795794
4549,RF+SVC_RBF+LGBM+XGB+LR+NB,hard,0.844618578795794
4824,ETC+LGBM_RF+XGB+XGB_RF+LR+NB,soft,0.844618578795794
4403,RF+KNN+SVC_RBF+LGBM+XGB+LR,hard,0.844618578795794
1217,ETC+SVC_LIN+LGBM+LR,hard,0.84461733573972
3873,DT+KNN+SVC_LIN+LGBM_RF+XGB+NB,hard,0.8446070460704608
141,DT+RF+LGBM,hard,0.8445944270910805
8067,DT+RF+ETC+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+XGB+XGB_RF+NB,hard,0.8445754787218203
5231,DT+RF+ETC+LGBM+XGB+XGB_RF+NB,hard,0.8445754787218203
7419,RF+KNN+SVC_LIN+SVC_RBF+LGBM+XGB+XGB_RF+LR,hard,0.8445754787218203
3907,DT+KNN+SVC_RBF+LGBM+LR+NB,hard,0.8445754787218203
6483,ETC+SVC_LIN+LGBM+LGBM_RF+XGB+XGB_RF+NB,hard,0.8445754787218203
7149,DT+ETC+SVC_LIN+LGBM+XGB+XGB_RF+LR+NB,hard,0.8445754787218203
4564,RF+LGBM+LGBM_RF+XGB+XGB_RF+NB,soft,0.8445754787218203
5245,DT+RF+ETC+XGB+XGB_RF+LR+NB,hard,0.8445754787218203
5235,DT+RF+ETC+LGBM+XGB_RF+LR+NB,hard,0.8445754787218203
6160,RF+ETC+LGBM+LGBM_RF+XGB+XGB_RF+NB,soft,0.8445754787218203
5205,DT+RF+ETC+SVC_RBF+LGBM_RF+XGB_RF+NB,hard,0.8445754787218203
2407,RF+KNN+SVC_LIN+LGBM+XGB_RF,hard,0.8445754787218203
7404,RF+ETC+LGBM+LGBM_RF+XGB+XGB_RF+LR+NB,soft,0.8445754787218203
4306,RF+ETC+LGBM+XGB+XGB_RF+NB,soft,0.8445754787218203
4308,RF+ETC+LGBM+XGB+LR+NB,soft,0.8445754787218203
2370,RF+ETC+LGBM_RF+XGB+XGB_RF,soft,0.8445754787218203
4473,RF+SVC_LIN+SVC_RBF+LGBM+XGB+LR,hard,0.8445754787218203
321,RF+XGB+XGB_RF,hard,0.8445754787218203
2384,RF+ETC+XGB+XGB_RF+NB,soft,0.8445754787218203
6951,DT+RF+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+XGB_RF+NB,hard,0.8445754787218203
5530,DT+ETC+KNN+SVC_LIN+LGBM+LGBM_RF+XGB_RF,soft,0.8445754787218203
948,RF+ETC+LGBM+XGB_RF,soft,0.8445754787218203
4768,ETC+SVC_LIN+LGBM+XGB+XGB_RF+NB,soft,0.8445754787218203
7383,RF+ETC+SVC_LIN+LGBM+LGBM_RF+XGB+XGB_RF+NB,hard,0.8445754787218203
7841,DT+ETC+KNN+SVC_LIN+LGBM+LGBM_RF+XGB+XGB_RF+NB,hard,0.8445754787218203
1546,LGBM+XGB+XGB_RF+NB,soft,0.8445754787218203
6336,RF+LGBM+LGBM_RF+XGB+XGB_RF+LR+NB,soft,0.8445754787218203
1685,DT+RF+KNN+XGB_RF+LR,hard,0.8445754787218203
4304,RF+ETC+LGBM+XGB+XGB_RF+LR,soft,0.8445754787218203
5541,DT+ETC+KNN+SVC_LIN+LGBM+XGB+NB,hard,0.8445754787218203
5545,DT+ETC+KNN+SVC_LIN+LGBM+XGB_RF+NB,hard,0.8445754787218203
6961,DT+RF+SVC_LIN+SVC_RBF+LGBM+XGB_RF+LR+NB,hard,0.8445754787218203
4363,RF+KNN+SVC_LIN+LGBM+XGB+LR,hard,0.8445754787218203
7382,RF+ETC+SVC_LIN+LGBM+LGBM_RF+XGB+XGB_RF+NB,soft,0.8445754787218203
1779,DT+RF+LGBM+XGB_RF+NB,hard,0.8445754787218203
2051,DT+KNN+LGBM+XGB+XGB_RF,hard,0.8445754787218203
6500,ETC+SVC_RBF+LGBM+XGB+XGB_RF+LR+NB,soft,0.8445754787218203
6504,ETC+LGBM+LGBM_RF+XGB+XGB_RF+LR+NB,soft,0.8445754787218203
5489,DT+RF+LGBM+LGBM_RF+XGB+XGB_RF+NB,hard,0.8445754787218203
6482,ETC+SVC_LIN+LGBM+LGBM_RF+XGB+XGB_RF+NB,soft,0.8445754787218203
1943,DT+ETC+LGBM+XGB+NB,hard,0.8445754787218203
1607,DT+RF+ETC+LGBM+XGB,hard,0.8445650462299956
2986,KNN+SVC_RBF+LGBM_RF+XGB+LR,soft,0.844535951853025
7316,RF+ETC+KNN+SVC_RBF+LGBM+LGBM_RF+XGB_RF+NB,soft,0.844535951853025
3845,DT+KNN+SVC_LIN+SVC_RBF+XGB_RF+NB,hard,0.844535951853025
3916,DT+KNN+SVC_RBF+LGBM_RF+XGB_RF+NB,soft,0.844535951853025
2374,RF+ETC+LGBM_RF+XGB+NB,soft,0.844535951853025
5552,DT+ETC+KNN+SVC_LIN+LGBM_RF+XGB+NB,soft,0.844535951853025
7856,DT+ETC+KNN+SVC_RBF+LGBM+LGBM_RF+XGB_RF+LR+NB,soft,0.844535951853025
6605,DT+RF+ETC+KNN+SVC_LIN+SVC_RBF+XGB_RF+NB,hard,0.844535951853025
2696,ETC+KNN+SVC_RBF+LGBM_RF+XGB_RF,soft,0.844535951853025
6607,DT+RF+ETC+KNN+SVC_LIN+SVC_RBF+LR+NB,hard,0.844535951853025
4429,RF+KNN+SVC_RBF+XGB+LR+NB,hard,0.844535951853025
5632,DT+ETC+KNN+LGBM_RF+XGB+LR+NB,soft,0.844535951853025
7495,ETC+KNN+SVC_LIN+SVC_RBF+LGBM+XGB+LR+NB,hard,0.844535951853025
1231,ETC+SVC_LIN+XGB+LR,hard,0.8445209409064831
7221,DT+KNN+LGBM+LGBM_RF+XGB+XGB_RF+LR+NB,hard,0.8445148364739007
4295,RF+ETC+LGBM+LGBM_RF+XGB+LR,hard,0.8445148364739007
5177,DT+RF+ETC+SVC_RBF+LGBM+LGBM_RF+XGB,hard,0.8445121951219511
1733,DT+RF+SVC_RBF+LGBM+LGBM_RF,hard,0.8445121951219511
5424,DT+RF+SVC_LIN+SVC_RBF+XGB_RF+LR+NB,soft,0.8445100693162709
86,SVC_LIN+LR,soft,0.8445086867439446
1698,DT+RF+SVC_LIN+SVC_RBF+LR,soft,0.8444968231194916
1297,ETC+LGBM_RF+XGB_RF+LR,hard,0.8444942591284055
4532,RF+SVC_RBF+LGBM+LGBM_RF+XGB+XGB_RF,soft,0.8444915464326441
4470,RF+SVC_LIN+SVC_RBF+LGBM+XGB+XGB_RF,soft,0.8444915464326441
4980,SVC_RBF+LGBM+LGBM_RF+XGB+XGB_RF+LR,soft,0.8444915464326441
4260,RF+ETC+SVC_RBF+LGBM+XGB+XGB_RF,soft,0.8444915464326441
2580,RF+SVC_RBF+LGBM+XGB+XGB_RF,soft,0.8444915464326441
3116,SVC_RBF+LGBM+XGB+XGB_RF+LR,soft,0.8444915464326441
3193,DT+RF+ETC+KNN+XGB+LR,hard,0.8444566451459847
3179,DT+RF+ETC+KNN+LGBM+LR,hard,0.8444566451459847
785,DT+KNN+XGB_RF+LR,hard,0.8444502194502195
4871,KNN+SVC_LIN+LGBM+LGBM_RF+XGB+NB,hard,0.844447421100023
4873,KNN+SVC_LIN+LGBM+LGBM_RF+XGB_RF+LR,hard,0.844447421100023
497,SVC_LIN+XGB_RF+LR,hard,0.844418745911597
4608,ETC+KNN+SVC_LIN+LGBM+LGBM_RF+LR,soft,0.8444102129052903
4626,ETC+KNN+SVC_LIN+LGBM_RF+XGB+LR,soft,0.8444102129052903
4093,RF+ETC+KNN+SVC_LIN+LGBM_RF+XGB,hard,0.8444037940379404
6691,DT+RF+ETC+KNN+LGBM+LGBM_RF+XGB+LR,hard,0.8444037940379404
6709,DT+RF+ETC+KNN+LGBM_RF+XGB+XGB_RF+LR,hard,0.8444037940379404
4165,RF+ETC+KNN+LGBM_RF+XGB+LR,hard,0.8444037940379404
7339,RF+ETC+KNN+LGBM+LGBM_RF+XGB+XGB_RF+LR,hard,0.8444037940379404
6671,DT+RF+ETC+KNN+SVC_RBF+LGBM_RF+XGB+LR,hard,0.8444037940379404
3947,DT+KNN+LGBM+XGB_RF+LR+NB,hard,0.8444037940379404
6937,DT+RF+KNN+LGBM+LGBM_RF+XGB_RF+LR+NB,hard,0.8444037940379404
2992,KNN+SVC_RBF+LGBM_RF+XGB_RF+NB,soft,0.8443971302288649
4771,ETC+SVC_LIN+LGBM+XGB+LR+NB,hard,0.8443924144621672
2835,ETC+SVC_RBF+LGBM+XGB+LR,hard,0.844388665774208
6421,ETC+KNN+SVC_RBF+LGBM+XGB+XGB_RF+LR,hard,0.844388665774208
506,SVC_RBF+LGBM+XGB_RF,soft,0.8443819053575151
1617,DT+RF+ETC+LGBM_RF+XGB_RF,hard,0.844369140656482
4716,ETC+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+XGB_RF,soft,0.8443542617521645
7991,ETC+KNN+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+XGB+XGB_RF+NB,hard,0.8443542617521645
5843,DT+KNN+SVC_RBF+LGBM_RF+XGB+XGB_RF+NB,hard,0.8443542617521645
2177,DT+SVC_RBF+LGBM_RF+XGB+NB,hard,0.8443542617521645
3558,DT+RF+LGBM_RF+XGB+XGB_RF+NB,soft,0.8443542617521645
4679,ETC+KNN+SVC_RBF+XGB+XGB_RF+NB,hard,0.8443477709630898
197,DT+SVC_LIN+LR,hard,0.8443309209592735
2151,DT+SVC_LIN+XGB_RF+LR+NB,hard,0.8443309209592735
1907,DT+ETC+SVC_RBF+LGBM+LR,hard,0.8443246340574048
3496,DT+RF+SVC_RBF+LGBM+LGBM_RF+XGB,soft,0.8443246340574048
2038,DT+KNN+SVC_RBF+XGB_RF+NB,soft,0.8443103737221384
568,XGB+LR+NB,soft,0.8443103737221384
3378,DT+RF+KNN+SVC_RBF+XGB+NB,soft,0.8443103737221384
4266,RF+ETC+SVC_RBF+LGBM+XGB_RF+LR,soft,0.8443103737221384
2277,RF+ETC+KNN+LR+NB,hard,0.8443103737221384
3014,KNN+LGBM+LGBM_RF+LR+NB,soft,0.8443103737221384
3912,DT+KNN+SVC_RBF+LGBM_RF+XGB+NB,soft,0.8443103737221384
513,SVC_RBF+LGBM_RF+XGB,hard,0.8443089430894309
2593,RF+SVC_RBF+LGBM_RF+XGB+XGB_RF,hard,0.8443089430894308
2575,RF+SVC_RBF+LGBM+LGBM_RF+XGB_RF,hard,0.8443089430894308
1883,DT+ETC+SVC_LIN+LGBM_RF+XGB_RF,hard,0.8443089430894308
4723,ETC+SVC_LIN+SVC_RBF+LGBM+XGB+XGB_RF,hard,0.8443089430894308
6283,RF+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+XGB+XGB_RF,hard,0.8443089430894308
7282,RF+ETC+KNN+SVC_LIN+LGBM+LGBM_RF+XGB+NB,soft,0.8443002780352179
4475,RF+SVC_LIN+SVC_RBF+LGBM+XGB+NB,hard,0.8443002780352179
4698,ETC+KNN+LGBM+XGB+XGB_RF+NB,soft,0.8443002780352179
5549,DT+ETC+KNN+SVC_LIN+LGBM_RF+XGB+XGB_RF,hard,0.8443002780352179
2868,ETC+LGBM+LGBM_RF+XGB+NB,soft,0.8443002780352179
7532,ETC+KNN+LGBM+LGBM_RF+XGB+XGB_RF+LR+NB,soft,0.8443002780352179
1104,RF+LGBM+LGBM_RF+XGB_RF,soft,0.8443002780352179
2323,RF+ETC+SVC_RBF+LGBM+XGB,hard,0.8443002780352179
6538,KNN+SVC_LIN+LGBM+LGBM_RF+XGB+XGB_RF+NB,soft,0.8443002780352179
6440,ETC+KNN+LGBM+LGBM_RF+XGB+XGB_RF+NB,soft,0.8443002780352179
6494,ETC+SVC_RBF+LGBM+LGBM_RF+XGB+XGB_RF+NB,soft,0.8443002780352179
6843,DT+RF+KNN+SVC_LIN+SVC_RBF+LGBM+XGB+NB,hard,0.8443002780352179
6032,RF+ETC+KNN+LGBM+LGBM_RF+XGB+NB,soft,0.8443002780352179
6272,RF+KNN+LGBM+LGBM_RF+XGB+XGB_RF+NB,soft,0.8443002780352179
2016,DT+KNN+SVC_RBF+LGBM+XGB_RF,soft,0.8443002780352179
4154,RF+ETC+KNN+LGBM+XGB+NB,soft,0.8443002780352179
6215,RF+KNN+SVC_LIN+LGBM+LGBM_RF+XGB+NB,hard,0.8443002780352179
5799,DT+KNN+SVC_LIN+LGBM+LGBM_RF+XGB_RF+NB,hard,0.8443002780352179
2616,RF+LGBM+LGBM_RF+XGB+NB,soft,0.8443002780352179
5860,DT+KNN+LGBM_RF+XGB+XGB_RF+LR+NB,soft,0.8443002780352179
5379,DT+RF+KNN+LGBM_RF+XGB+XGB_RF+NB,hard,0.8443002780352179
2055,DT+KNN+LGBM+XGB+NB,hard,0.8443002780352179
1991,DT+KNN+SVC_LIN+LGBM+NB,hard,0.844275691446128
3075,SVC_LIN+LGBM+LGBM_RF+XGB+XGB_RF,hard,0.8442711878697254
7029,DT+ETC+KNN+SVC_LIN+SVC_RBF+LGBM_RF+LR+NB,hard,0.8442676458588331
2408,RF+KNN+SVC_LIN+LGBM+LR,soft,0.844265845873233
3610,DT+ETC+KNN+SVC_RBF+LGBM+XGB,soft,0.8442563089654079
4767,ETC+SVC_LIN+LGBM+XGB+XGB_RF+LR,hard,0.8442563089654079
7731,DT+RF+ETC+SVC_RBF+LGBM+XGB+XGB_RF+LR+NB,hard,0.8442563089654079
5568,DT+ETC+KNN+SVC_RBF+LGBM+LGBM_RF+XGB,soft,0.8442563089654079
5008,DT+RF+ETC+KNN+SVC_LIN+LGBM+XGB,soft,0.8442563089654079
7394,RF+ETC+SVC_RBF+LGBM+LGBM_RF+XGB+XGB_RF+NB,soft,0.8442563089654079
3174,DT+RF+ETC+KNN+LGBM+XGB,soft,0.8442563089654079
5076,DT+RF+ETC+KNN+LGBM+XGB+LR,soft,0.8442563089654079
780,DT+KNN+XGB+LR,soft,0.8442563089654079
1984,DT+KNN+SVC_LIN+LGBM+XGB,soft,0.8442563089654079
3328,DT+RF+KNN+SVC_LIN+LGBM+XGB,soft,0.8442563089654079
6690,DT+RF+ETC+KNN+LGBM+LGBM_RF+XGB+LR,soft,0.8442563089654079
6900,DT+RF+KNN+SVC_RBF+LGBM+LGBM_RF+XGB+XGB_RF,soft,0.8442563089654079
1512,SVC_RBF+LGBM_RF+XGB+XGB_RF,soft,0.8442563089654079
7363,RF+ETC+SVC_LIN+SVC_RBF+LGBM+XGB+XGB_RF+LR,hard,0.8442563089654079
5358,DT+RF+KNN+LGBM+LGBM_RF+XGB+LR,soft,0.8442563089654079
5750,DT+KNN+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+XGB,soft,0.8442563089654079
7638,DT+RF+ETC+KNN+SVC_RBF+LGBM+LGBM_RF+XGB+XGB_RF,soft,0.8442563089654079
2365,RF+ETC+LGBM+XGB_RF+LR,hard,0.8442563089654079
1500,SVC_RBF+LGBM+XGB+XGB_RF,soft,0.8442563089654079
3648,DT+ETC+KNN+LGBM+XGB+LR,soft,0.8442563089654079
6337,RF+LGBM+LGBM_RF+XGB+XGB_RF+LR+NB,hard,0.8442563089654079
2383,RF+ETC+XGB+XGB_RF+LR,hard,0.8442563089654079
122,XGB+LR,soft,0.8442563089654079
3396,DT+RF+KNN+LGBM+XGB+LR,soft,0.8442563089654079
3004,KNN+LGBM+LGBM_RF+XGB+XGB_RF,soft,0.8442563089654079
3374,DT+RF+KNN+SVC_RBF+XGB+XGB_RF,soft,0.8442563089654079
3386,DT+RF+KNN+LGBM+LGBM_RF+XGB,soft,0.8442563089654079
4866,KNN+SVC_LIN+LGBM+LGBM_RF+XGB+XGB_RF,soft,0.8442563089654079
2078,DT+KNN+XGB+LR+NB,soft,0.844249007807114
2262,RF+ETC+KNN+LGBM_RF+LR,soft,0.844242846826826
232,DT+XGB+LR,soft,0.8441938178780285
193,DT+SVC_LIN+XGB,hard,0.8441938178780285
231,DT+XGB+XGB_RF,hard,0.8441938178780285
6714,DT+RF+ETC+KNN+LGBM_RF+XGB_RF+LR+NB,soft,0.8441819224951755
4639,ETC+KNN+SVC_LIN+XGB+XGB_RF+NB,hard,0.8441756478782633
4105,RF+ETC+KNN+SVC_LIN+XGB+NB,hard,0.8441756478782633
7502,ETC+KNN+SVC_LIN+SVC_RBF+LGBM_RF+XGB+LR+NB,soft,0.8441585514756248
7312,RF+ETC+KNN+SVC_RBF+LGBM+LGBM_RF+XGB+NB,soft,0.8441585514756248
7310,RF+ETC+KNN+SVC_RBF+LGBM+LGBM_RF+XGB+LR,soft,0.8441585514756248
4696,ETC+KNN+LGBM+XGB+XGB_RF+LR,soft,0.8441585514756248
6134,RF+ETC+SVC_RBF+LGBM+LGBM_RF+XGB_RF+LR,soft,0.8441585514756248
5844,DT+KNN+SVC_RBF+LGBM_RF+XGB+LR+NB,soft,0.8441585514756248
2484,RF+KNN+LGBM_RF+XGB+LR,soft,0.8441585514756248
3703,DT+ETC+SVC_LIN+SVC_RBF+XGB_RF+LR,hard,0.8441585514756248
8036,DT+RF+ETC+KNN+SVC_LIN+SVC_RBF+XGB+XGB_RF+LR+NB,soft,0.8441585514756248
6420,ETC+KNN+SVC_RBF+LGBM+XGB+XGB_RF+LR,soft,0.8441585514756248
522,SVC_RBF+XGB+LR,soft,0.8441585514756248
7592,DT+RF+ETC+KNN+SVC_LIN+SVC_RBF+LGBM_RF+XGB+NB,soft,0.8441585514756248
7661,DT+RF+ETC+KNN+SVC_RBF+LGBM_RF+XGB+XGB_RF+NB,hard,0.8441585514756248
7662,DT+RF+ETC+KNN+SVC_RBF+LGBM_RF+XGB+LR+NB,soft,0.8441585514756248
7666,DT+RF+ETC+KNN+SVC_RBF+XGB+XGB_RF+LR+NB,soft,0.8441585514756248
7648,DT+RF+ETC+KNN+SVC_RBF+LGBM+LGBM_RF+LR+NB,soft,0.8441585514756248
7022,DT+ETC+KNN+SVC_LIN+SVC_RBF+LGBM_RF+XGB+NB,soft,0.8441585514756248
4686,ETC+KNN+LGBM+LGBM_RF+XGB+LR,soft,0.8441585514756248
4424,RF+KNN+SVC_RBF+XGB+XGB_RF+LR,soft,0.8441585514756248
2724,ETC+KNN+LGBM+XGB+LR,soft,0.8441585514756248
7602,DT+RF+ETC+KNN+SVC_LIN+SVC_RBF+XGB+XGB_RF+NB,soft,0.8441585514756248
3533,DT+RF+SVC_RBF+XGB+LR+NB,hard,0.8441585514756248
4554,RF+SVC_RBF+LGBM_RF+XGB+XGB_RF+NB,soft,0.8441585514756248
4900,KNN+SVC_RBF+LGBM+LGBM_RF+XGB+NB,soft,0.8441585514756248
6924,DT+RF+KNN+SVC_RBF+LGBM_RF+XGB+LR+NB,soft,0.8441585514756248
6260,RF+KNN+SVC_RBF+LGBM_RF+XGB+XGB_RF+LR,soft,0.8441585514756248
6929,DT+RF+KNN+SVC_RBF+XGB+XGB_RF+LR+NB,hard,0.8441585514756248
7139,DT+ETC+SVC_LIN+SVC_RBF+XGB+XGB_RF+LR+NB,hard,0.8441585514756248
8162,RF+ETC+KNN+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+XGB+XGB_RF+LR+NB,soft,0.8441585514756248
8060,DT+RF+ETC+KNN+SVC_RBF+LGBM_RF+XGB+XGB_RF+LR+NB,soft,0.8441585514756248
8032,DT+RF+ETC+KNN+SVC_LIN+SVC_RBF+LGBM_RF+XGB+LR+NB,soft,0.8441585514756248
6000,RF+ETC+KNN+SVC_RBF+LGBM+XGB+NB,soft,0.8441585514756248
7273,RF+ETC+KNN+SVC_LIN+SVC_RBF+XGB+XGB_RF+NB,hard,0.8441585514756248
2500,RF+KNN+XGB_RF+LR+NB,soft,0.8441162681669011
4453,RF+KNN+LGBM_RF+XGB+XGB_RF+LR,hard,0.8441152263374486
3951,DT+KNN+LGBM_RF+XGB+XGB_RF+NB,hard,0.8441152263374486
1638,DT+RF+KNN+SVC_LIN+LGBM_RF,soft,0.8440879798262819
6753,DT+RF+ETC+SVC_LIN+SVC_RBF+XGB+XGB_RF+NB,hard,0.8440863019176272
2836,ETC+SVC_RBF+LGBM+XGB+NB,soft,0.8440863019176272
7086,DT+ETC+KNN+SVC_RBF+LGBM+XGB_RF+LR+NB,soft,0.8440863019176272
6847,DT+RF+KNN+SVC_LIN+SVC_RBF+LGBM+XGB_RF+NB,hard,0.8440863019176272
3956,DT+KNN+XGB+XGB_RF+LR+NB,soft,0.8440863019176272
5630,DT+ETC+KNN+LGBM_RF+XGB+XGB_RF+NB,soft,0.8440863019176272
5100,DT+RF+ETC+KNN+XGB+XGB_RF+NB,soft,0.8440863019176272
5961,RF+ETC+KNN+SVC_LIN+LGBM+XGB+NB,hard,0.8440863019176272
3950,DT+KNN+LGBM_RF+XGB+XGB_RF+NB,soft,0.8440863019176272
4387,RF+KNN+SVC_LIN+XGB+XGB_RF+NB,hard,0.8440863019176272
5366,DT+RF+KNN+LGBM+LGBM_RF+LR+NB,soft,0.8440863019176272
3672,DT+ETC+KNN+XGB+XGB_RF+NB,soft,0.8440863019176272
2720,ETC+KNN+LGBM+LGBM_RF+NB,soft,0.8440863019176272
1388,KNN+LGBM+LGBM_RF+NB,soft,0.8440863019176272
4650,ETC+KNN+SVC_RBF+LGBM+LGBM_RF+NB,soft,0.8440863019176272
2229,RF+ETC+KNN+SVC_LIN+XGB,hard,0.8440863019176272
6865,DT+RF+KNN+SVC_LIN+SVC_RBF+XGB+XGB_RF+NB,hard,0.8440863019176272
1176,ETC+KNN+LGBM+NB,soft,0.8440863019176272
7060,DT+ETC+KNN+SVC_LIN+LGBM_RF+XGB+XGB_RF+NB,soft,0.8440863019176272
6710,DT+RF+ETC+KNN+LGBM_RF+XGB+XGB_RF+NB,soft,0.8440863019176272
5563,DT+ETC+KNN+SVC_LIN+XGB+XGB_RF+NB,hard,0.8440863019176272
324,RF+XGB+NB,soft,0.8440863019176272
4440,RF+KNN+LGBM+LGBM_RF+XGB_RF+NB,soft,0.8440863019176272
3449,DT+RF+SVC_LIN+SVC_RBF+XGB+NB,hard,0.8440863019176272
2928,KNN+SVC_LIN+LGBM+LGBM_RF+LR,soft,0.8440834473324212
4567,RF+LGBM+LGBM_RF+XGB+LR+NB,hard,0.8440762399826727
4937,KNN+LGBM_RF+XGB+XGB_RF+LR+NB,hard,0.8440762399826727
1515,SVC_RBF+LGBM_RF+XGB+LR,hard,0.8440762399826727
4596,ETC+KNN+SVC_LIN+SVC_RBF+XGB+NB,soft,0.8440606621488492
451,KNN+XGB+LR,hard,0.8440606621488492
2690,ETC+KNN+SVC_RBF+LGBM+LR,soft,0.8440606621488492
2681,ETC+KNN+SVC_LIN+XGB_RF+NB,hard,0.8440606621488492
7619,DT+RF+ETC+KNN+SVC_LIN+LGBM+LGBM_RF+LR+NB,hard,0.844047619047619
6398,ETC+KNN+SVC_LIN+LGBM_RF+XGB+XGB_RF+LR,soft,0.8440455244875767
3805,DT+ETC+LGBM+XGB+LR+NB,hard,0.8440383154238577
7107,DT+ETC+KNN+LGBM+XGB+XGB_RF+LR+NB,hard,0.8440383154238577
4697,ETC+KNN+LGBM+XGB+XGB_RF+LR,hard,0.8440383154238577
4615,ETC+KNN+SVC_LIN+LGBM+XGB+LR,hard,0.8440383154238577
5925,RF+ETC+KNN+SVC_LIN+SVC_RBF+LGBM+LR,hard,0.844036889981303
3354,DT+RF+KNN+SVC_LIN+LR+NB,soft,0.8440122418465564
389,ETC+LGBM_RF+LR,hard,0.8439684085253706
2378,RF+ETC+LGBM_RF+XGB_RF+NB,soft,0.8439684085253706
1132,RF+LGBM_RF+LR+NB,soft,0.8439674021069371
1300,ETC+LGBM_RF+LR+NB,soft,0.8439674021069371
2338,RF+ETC+SVC_RBF+XGB+XGB_RF,soft,0.8439649781113197
3420,DT+RF+KNN+XGB+XGB_RF+NB,soft,0.8439649781113197
1441,SVC_LIN+SVC_RBF+XGB+XGB_RF,hard,0.8439624506051374
6998,DT+ETC+KNN+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+XGB,soft,0.8439624506051374
7278,RF+ETC+KNN+SVC_LIN+LGBM+LGBM_RF+XGB+XGB_RF,soft,0.8439624506051374
